player_name,actual_goals,xg,attempts,overperf
Giorgio Chinaglia,1,0.3439169146033765,3,0.6560830853966235
James Gillen Robertson,1,0.3439169146033765,3,0.6560830853966235
Terry Graham Garbett,0,0.11463897153445883,1,-0.11463897153445883
Jimmy McAlister,0,0.11463897153445883,1,-0.11463897153445883
David Joan Butler,0,0.11463897153445883,1,-0.11463897153445883
Robert Alfred ''Bobby' Smith,0,0.11463897153445883,1,-0.11463897153445883
Tony Field,0,0.11463897153445883,1,-0.11463897153445883
Nelsi Morais,0,0.11463897153445883,1,-0.11463897153445883
Stephen Kenneth Hunt,1,1.1463897153445883,10,-0.14638971534458833
Dave Gillett,0,0.22927794306891766,2,-0.22927794306891766
Harold Michael ''Mike' England,0,0.22927794306891766,2,-0.22927794306891766
Franz Beckenbauer,0,0.22927794306891766,2,-0.22927794306891766
Steve Buttle,0,0.3439169146033765,3,-0.3439169146033765
Micky Cave,0,0.4585558861378353,4,-0.4585558861378353
Jocky Scott,0,0.4585558861378353,4,-0.4585558861378353
Tommy Ord,0,0.4585558861378353,4,-0.4585558861378353
Ã‰dson Arantes do Nascimento,0,0.8024728007412119,7,-0.8024728007412119
